Timestamp(ms),ECG_Value,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,TempC,IR,BPM,Avg_BPM,target
0,0.059605698361347915,-0.219109989515141,0.5894175398749167,9.745855075127139,67.88396581247528,-78.51154118698527,20.33777614017807,37.24163774621689,374.0,74.35731244280535,36.34679491423049,Amusement
10,0.04366972828180403,0.06493757687459245,0.010579065591518583,9.973899470504637,-45.50622643339588,-127.65288548700305,-14.63734224437108,36.98736183826067,222.0,65.5907547725118,43.33295734376752,Amusement
20,0.19790309586868876,0.013671551971144134,-0.20991765239777568,9.637840500860015,0.13804167843536064,-30.607714693756407,64.71924639796511,37.47662195542943,434.0,72.25637546129519,51.46581126419987,Amusement
30,0.362180191528468,-0.19548010428174512,0.0641939732202666,9.89239034104164,-19.26824887629732,-61.749008733111744,-18.171447690100152,37.28443256059744,212.0,75.46422450570557,58.532723840092615,Amusement
40,0.20953486029482762,0.6431832267975977,-0.033698414907248946,9.888965188695257,69.39372672067084,78.83863667981261,22.262861160279208,37.263904017281874,300.0,75.799281959987,66.51745244035598,Amusement
50,0.2664032073138407,0.19017570669540337,-0.06629087985996689,9.753568034102901,-107.42749530906073,55.939565090138615,8.978777412194757,37.93862151356897,735.0,69.8616242953702,74.23104962129185,Amusement
60,0.5391981511816333,-0.6075427759972821,0.18425001001302757,9.848919953336319,-31.302077670193796,-27.068937437032226,39.05223868196394,37.35975058167313,722.0,81.3285392043235,73.97220472208939,Amusement
70,0.4949907288069577,0.055936294430828294,0.22725231301419152,9.612332963542205,29.08576466739519,104.03678140981079,46.84533590180558,37.14964178998096,651.0,70.66912575892749,75.80078469114295,Amusement
80,0.39747823298921103,-0.1985359394305164,-0.15915034428315825,9.938604052881036,83.271044111918,39.088329719389826,0.9601244719729987,37.214728480758886,630.0,79.84728600263368,75.47832872913519,Amusement
90,0.5672602942628762,0.2557300004388672,-0.172745472193404,9.772264679533553,-4.268020106131734,-14.325698296989497,-22.602536110385504,37.52968914183935,732.0,77.13597180935842,75.89148336536965,Amusement
100,0.4920275616054556,-0.23775622152981019,-0.0825155091454932,9.721591546922145,-35.01374965663334,-137.91605767436045,13.799164288173493,37.32265408210755,492.0,71.76886345078098,76.31184632839243,Amusement
110,0.5341229234581083,-0.034420932440069704,-0.6905763494206755,9.957351383875533,103.7891636026282,105.24608339168527,-20.331461092563185,37.012344404336524,300.0,83.87655446304755,76.4903737943171,Amusement
120,0.6580662182972192,0.15149618369413714,-0.45455731865956567,9.694348446418587,-65.04700775353454,-41.962657596828976,60.40161742579869,37.48384578691504,701.0,69.0318158412176,76.5537525239169,Amusement
130,0.43488308999771436,0.2597265582510364,0.4100622802333574,9.588730805545467,-122.72992547627585,-58.56874653009582,4.096059932482123,37.1663711828922,503.0,79.59577086805001,76.86181669072468,Amusement
140,0.48915686383405665,-0.3600889221167329,0.49349031405038507,9.566505623971414,12.998799277583597,39.00919429797524,-10.959646539363261,37.67465955524351,739.0,80.0029115902149,76.52143490510124,Amusement
150,0.656387138463899,-0.1003503707522845,-0.07471081186691349,9.890901492701847,-19.662577998419405,113.97453968862226,5.540409175947253,37.51600961314293,752.0,71.64689895461677,76.43799864355101,Amusement
160,0.6259234195251587,-0.14248359334828684,0.17296708891672993,9.60793559712556,-53.45285083203139,73.41578738127527,-40.41378868589089,37.21053562086825,554.0,81.96232650032164,76.69395792773764,Amusement
170,0.8045271111253335,-0.19599876977211356,0.09337504636306083,10.063219127297655,52.22081900078306,46.96288484311401,-29.148421155319546,37.55620327234702,502.0,73.74976742700524,76.21170661801277,Amusement
180,0.6728516097920094,0.5296362720843291,0.9236642425365713,9.487710588817443,20.12736776506995,35.8001527599471,36.01241723833276,37.31357110210548,695.0,76.44346814639928,77.20526939416712,Amusement
190,0.622892696397086,0.12149451328828666,0.335872473430373,10.054468455243507,-50.901467996457484,18.619789939495355,-19.70682836914187,37.47055473502444,426.0,76.30160919385611,75.87142632074303,Amusement
200,0.9742992350132038,-0.37826518630051353,-0.03837527744422996,9.831652620080394,-60.16861816284106,22.383064349075738,-31.407329480458188,37.39694656345889,435.0,74.32845629264726,76.02330528316061,Amusement
210,0.7728436793046687,0.2753585841164328,-0.2866621321801277,9.785493033219442,68.99566754911481,2.9706057326427455,16.099582575818584,37.130728669001826,654.0,79.05404136579891,75.5273693936811,Amusement
220,0.805010271877089,0.6366468591037899,-0.4819338960772717,9.718262136978659,33.36958374915583,13.902585771101169,35.57112463988991,37.17129003353651,212.0,78.96744360276107,75.34740984581977,Amusement
230,0.6183789730206797,0.30973957816534403,0.06103909076016693,9.85987041715281,-32.27023941121899,3.2460604173233967,21.568599319952003,37.50599216351623,409.0,66.2573401338091,76.03578567153303,Amusement
240,0.7119794593887172,-0.455810989786204,-0.226905223585291,9.794354794636273,80.9566048017528,-49.89110953432055,29.88143057417449,37.23304493357869,596.0,81.52170121439076,75.34595564178552,Amusement
250,0.7741559238013069,-0.1452702218598754,-0.42667611287930224,9.965495282302479,-32.60712995275286,-13.210419885525377,-22.70385265708382,37.2192703073516,299.0,66.68754005982163,75.0103875784226,Amusement
260,0.6019425361768902,0.3800733447559868,-0.19397186527275798,9.817134147299306,-77.95202399188092,-82.09254791489468,-42.65432000225531,37.10897548413013,230.0,80.16273102170828,74.5246896149149,Amusement
270,0.7601569015224917,-0.2123008396856342,-0.32446440108431845,9.822545264219283,-40.76859140186517,12.58587755512569,45.0400095586646,37.38471981311869,727.0,80.63352568413792,74.01182496319066,Amusement
280,0.6139446821646652,0.13314582844386852,0.5061424905217694,9.745458168167922,8.83797557508599,-34.70564715331703,-9.680395165264072,37.712504983848625,528.0,69.54516784892401,73.46106346082168,Amusement
290,0.618068150598554,0.23239021602880103,0.26449192708483515,9.791458156441841,1.8863482182022562,-67.89282293370741,-7.524990493651421,37.08649341714914,365.0,72.94592856022707,74.72515971357544,Amusement
300,0.5442058007531039,-0.2780791414734249,-0.0023917923949852114,9.846170265333809,-18.31799846400002,13.481990422228238,39.84582425547174,37.30484389133455,658.0,69.47147665757032,74.72814396519615,Amusement
310,0.7985206020513982,-0.017857606818540022,0.44398324166700776,9.543474741101507,0.24524331203242156,70.24017143446173,16.6869002820198,37.582444111083085,299.0,73.92539484855632,76.25723186460898,Amusement
